#{"t_start": 1714486083.93597, "env_id": "CartPole-v1"}
r,l,t
11.0,11,0.006628
9.0,9,0.00796
12.0,12,0.009643
31.0,31,0.013879
15.0,15,0.015955
19.0,19,0.018539
10.0,10,0.175597
27.0,27,0.208397
23.0,23,0.211652
40.0,40,0.217153
21.0,21,0.331418
31.0,31,0.335634
22.0,22,0.357139
61.0,61,0.42818
15.0,15,0.430319
32.0,32,0.43469
45.0,45,0.535361
10.0,10,0.536847
39.0,39,0.542258
10.0,10,0.543671
17.0,17,0.546047
29.0,29,0.616969
17.0,17,0.619338
32.0,32,0.623674
18.0,18,0.626167
18.0,18,0.698874
25.0,25,0.702291
15.0,15,0.723197
19.0,19,0.725859
20.0,20,0.728626
20.0,20,0.863847
19.0,19,0.866959
16.0,16,0.869246
17.0,17,0.871645
88.0,88,1.030564
29.0,29,1.03458
15.0,15,1.055683
19.0,19,1.136187
40.0,40,1.141621
46.0,46,1.234493
17.0,17,1.236918
14.0,14,1.257774
21.0,21,1.260698
16.0,16,1.26289
147.0,147,1.450896
51.0,51,1.457801
65.0,65,1.571695
52.0,52,1.578769
87.0,87,1.703303
44.0,44,1.799781
16.0,16,1.801993
53.0,53,1.828012
47.0,47,1.964355
31.0,31,1.968549
57.0,57,2.083547
38.0,38,2.088731
29.0,29,2.092666
44.0,44,2.249985
21.0,21,2.252871
52.0,52,2.371457
180.0,180,2.666448
53.0,53,2.891318
99.0,99,3.068792
28.0,28,3.07261
33.0,33,3.077066
53.0,53,3.247209
123.0,123,3.361457
47.0,47,3.451585
85.0,85,3.573382
21.0,21,3.576322
65.0,65,3.603931
52.0,52,3.829213
71.0,71,4.004306
52.0,52,4.030268
55.0,55,4.238088
36.0,36,4.261689
36.0,36,4.26662
43.0,43,4.500142
77.0,77,4.700357
208.0,208,4.982711
110.0,110,5.194737
81.0,81,5.58552
100.0,100,6.128156
63.0,63,6.13666
192.0,192,7.203903
127.0,127,7.607146
149.0,149,8.644023
139.0,139,9.135601
106.0,106,9.588049
71.0,71,9.830764
69.0,69,10.226531
176.0,176,11.03651
155.0,155,11.406026
271.0,271,12.277323
80.0,80,12.552129
247.0,247,12.998679
169.0,169,13.333204
53.0,53,13.359227
49.0,49,13.492724
130.0,130,13.691986
141.0,141,13.863706
38.0,38,14.016335
500.0,500,16.422507
145.0,145,16.693993
92.0,92,16.911755
137.0,137,17.727443
86.0,86,17.757815
292.0,292,18.991665
183.0,183,19.502104
113.0,113,19.714984
148.0,148,20.07018
92.0,92,20.266462
136.0,136,20.437469
110.0,110,20.618667
94.0,94,20.795273
314.0,314,21.499481
168.0,168,21.981556
225.0,225,22.730933
51.0,51,23.19221
284.0,284,24.745995
111.0,111,25.276003
217.0,217,26.275555
407.0,407,28.320947
146.0,146,28.873049
